Team,Position,Shirt number,Name,Minutes played,Games played,Percentage of games played,Full games played,Percentage of full games played,Games started,Percentage of games started,Games where substituted,Percentage of games where substituted,Yellow Cards,Red Cards,Second Yellows,Goals scored,Penalties scored,Own goals,Goals conceded while player on pitch,Tackles,Interceptions,Recoveries,Clearances,Successful tackles,Unssuccessful tackles,Last man,Successful duels,Duels lost,Successful aerial challenges,Unsuccessful aerial challenges,Offsides,Fouls suffered,Fouls committed,Penalties won,Penalties given away,Handballs committed,Fouls committed per card,Shots,Shots on target,Assists,Successful dribbles,Unsuccessful dribbles,Goals scored,From inside the area,From outside the area,Goals with left foot,Goals with right foot,Penalties scored,Goals scored with header,Goals from set piece,Crosses,Corners,Tackles,Duels,Man-to-man duels,Aerial duels,Passes,Short passes,Long passes,Through balls,Goals scored per attempt
R. Valladolid CF,Forward,12,Sergi Guardiola,42,1,"1,0%",0,"1,0%",1,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,1,2,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,8,5,4,10,9,1,0,0
R. Valladolid CF,Forward,20,Duje Cop,18,1,"46,0%",0,"5,0%",0,"14,0%",0,"41,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,4,0,0,0
R. Valladolid CF,Forward,42,Stiven ,1,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Goalkeeper,1,Alberto G.,43,1,"1,0%",1,"1,0%",1,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,0,0
Rayo Vallecano,Goalkeeper,13,Dimitrievski,50,1,"54,0%",1,"54,0%",1,"54,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,9,0,0
Rayo Vallecano,Goalkeeper,30,Miguel Ángel Morro,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Defender,,Alejandro Catena,5,0,"3,0%",0,"0,0%",0,"3,0%",0,"3,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0
Rayo Vallecano,Defender,,Sergio Akieme,5,0,"3,0%",0,"3,0%",0,"3,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0
Rayo Vallecano,Defender,2,Tito L. V.,30,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,13,12,2,0,0
Rayo Vallecano,Defender,7,Álex Moreno,85,1,"3,0%",1,"2,0%",1,"3,0%",0,"0,0%",0,0,0,0,0,0,2,0,1,6,2,1,1,0,4,4,1,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,2,11,9,2,30,26,3,0,0
Rayo Vallecano,Defender,16,Amat,81,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,2,0,1,4,4,1,1,0,3,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,5,3,38,32,6,0,0
Rayo Vallecano,Defender,17,Advíncula,63,1,"73,0%",1,"62,0%",1,"70,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,4,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8,6,2,25,22,3,0,0
Rayo Vallecano,Defender,20,E. Velázquez,34,1,"46,0%",0,"30,0%",0,"35,0%",0,"16,0%",0,0,0,0,0,0,1,0,1,2,3,1,0,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,13,10,3,0,0
Rayo Vallecano,Defender,21,A. Ba,57,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,4,4,1,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,28,23,6,0,0
Rayo Vallecano,Defender,23,Gálvez,39,1,"1,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,3,2,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,19,16,3,0,0
Rayo Vallecano,Defender,31,Martín Pascual,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Defender,33,Luis Meseguer,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Midfielder,,Santi Comesaña,55,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,3,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,6,3,29,26,3,0,0
Rayo Vallecano,Midfielder,3,Uche,10,0,"14,0%",0,"8,0%",0,"11,0%",0,"5,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,5,0,0,0
Rayo Vallecano,Midfielder,4,Medrán,30,1,"54,0%",0,"8,0%",0,"30,0%",0,"46,0%",0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,19,17,3,0,0
Rayo Vallecano,Midfielder,6,Gorka,20,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,10,9,1,0,0
Rayo Vallecano,Midfielder,10,Kakuta,21,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,2,1,7,7,0,0,0
Rayo Vallecano,Midfielder,12,Giannelli Imbula,62,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,3,0,1,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,8,7,1,25,24,2,0,0
Rayo Vallecano,Midfielder,14,Bebé,36,1,"76,0%",0,"19,0%",0,"38,0%",1,"57,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,5,4,1,11,9,2,0,0
Rayo Vallecano,Midfielder,15,Mario Suárez,27,0,"35,0%",0,"22,0%",0,"30,0%",0,"14,0%",0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,15,14,2,0,0
Rayo Vallecano,Midfielder,18,Álvaro,46,1,"92,0%",0,"19,0%",0,"43,0%",1,"73,0%",0,0,0,0,0,0,1,0,1,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,0,11,10,1,0,0
Rayo Vallecano,Midfielder,22,Pozo,42,1,"76,0%",0,"19,0%",0,"41,0%",1,"57,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,6,5,1,19,18,1,0,0
Rayo Vallecano,Midfielder,25,Franco Di Santo,5,0,"1,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Rayo Vallecano,Midfielder,34,Manuel Navarro,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Midfielder,35,Ángel Algobia,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Forward,8,M. L. S. Trejo,48,1,"2,0%",0,"1,0%",1,"2,0%",1,"1,0%",0,0,0,0,0,0,1,0,1,3,0,1,0,0,4,4,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,9,8,2,23,22,1,0,0
Rayo Vallecano,Forward,9,R. D. T.,74,1,"86,0%",1,"62,0%",1,"84,0%",0,"24,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,4,1,2,1,1,2,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,7,3,12,11,1,0,0
Rayo Vallecano,Forward,11,Embarba,60,1,"95,0%",0,"24,0%",1,"70,0%",1,"70,0%",0,0,0,0,0,0,1,0,1,3,0,1,1,0,4,5,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,0,4,3,1,10,8,2,15,14,1,0,0
Rayo Vallecano,Forward,19,Lass B.,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayo Vallecano,Forward,24,Javi Guerra,6,0,"19,0%",0,"3,0%",0,"3,0%",0,"16,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0
Rayo Vallecano,Forward,29,Sergio Moreno,7,1,"1,0%",0,"0,0%",0,"0,0%",1,"1,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
RC Celta,Goalkeeper,1,Sergio A.,90,1,"3,0%",1,"3,0%",1,"3,0%",0,"0,0%",0,0,0,0,0,0,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,12,20,0,0
RC Celta,Goalkeeper,13,Rubén Blanco,59,1,"65,0%",1,"65,0%",1,"65,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12,0,0
RC Celta,Goalkeeper,26,Iván Villar,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC Celta,Defender,,Lucas Olaza,24,0,"24,0%",0,"22,0%",0,"24,0%",0,"3,0%",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,10,8,1,0,0
RC Celta,Defender,2,Hugo Mallo,81,1,"92,0%",1,"86,0%",1,"92,0%",0,"5,0%",0,0,0,0,0,0,1,0,1,4,3,1,1,0,3,3,2,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,9,6,3,39,34,6,0,0
RC Celta,Defender,3,David Costas,35,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,20,18,3,0,0
RC Celta,Defender,4,Araújo,71,1,"84,0%",1,"76,0%",1,"78,0%",0,"8,0%",0,0,0,0,0,0,1,1,1,3,4,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,39,35,5,0,0
RC Celta,Defender,12,Wesley Hoedt,24,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,11,2,0,0
RC Celta,Defender,17,Juncà,63,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,2,1,1,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,7,5,2,30,27,3,0,0
RC Celta,Defender,20,Vázquez,8,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0
RC Celta,Defender,22,G. Cabral,50,1,"62,0%",1,"49,0%",1,"54,0%",0,"14,0%",0,0,0,0,0,0,1,0,1,3,3,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,24,21,3,0,0
RC Celta,Midfielder,5,Okay,58,1,"78,0%",0,"38,0%",1,"68,0%",0,"41,0%",0,0,0,0,0,0,1,0,1,5,1,1,1,0,3,2,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,6,3,37,33,3,0,0
RC Celta,Midfielder,6,Radoja,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC Celta,Midfielder,7,Emre Mor,11,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,0,0,0
RC Celta,Midfielder,8,F. Beltrán,41,1,"2,0%",0,"1,0%",0,"1,0%",1,"2,0%",0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,23,22,2,0,0
RC Celta,Midfielder,14,Lobotka,66,1,"81,0%",1,"57,0%",1,"70,0%",0,"24,0%",0,0,0,0,0,0,1,0,1,4,0,1,0,0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,37,35,2,0,0
RC Celta,Midfielder,16,Hjulsager,10,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,3,3,0,0,0
RC Celta,Midfielder,18,Jensen,7,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
RC Celta,Midfielder,19,Boufal,55,1,"92,0%",0,"5,0%",1,"68,0%",1,"86,0%",0,0,0,0,0,0,1,0,0,3,0,1,0,0,6,6,1,1,0,2,1,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,1,1,13,12,1,21,20,1,0,0
RC Celta,Midfielder,21,Jozabed,30,1,"51,0%",0,"19,0%",0,"38,0%",0,"32,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,19,16,3,0,0
RC Celta,Midfielder,23,B. Méndez,62,1,"81,0%",1,"51,0%",1,"70,0%",0,"30,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,4,4,1,2,0,2,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,2,2,10,8,2,29,27,2,0,0
RC Celta,Midfielder,24,Boudebouz,33,1,"51,0%",0,"11,0%",0,"35,0%",0,"41,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,3,1,17,16,1,0,0
RC Celta,Forward,9,M. Gómez,78,1,"92,0%",1,"73,0%",1,"86,0%",0,"19,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,3,4,4,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,5,7,18,16,1,0,0
RC Celta,Forward,10,Iago Aspas,59,1,"70,0%",0,"35,0%",1,"68,0%",0,"35,0%",0,0,0,1,0,0,1,0,0,3,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,6,4,2,23,21,1,0,0
RC Celta,Forward,11,Sisto,22,1,"65,0%",0,"3,0%",0,"22,0%",1,"62,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,10,1,0,0
RCD Espanyol,Goalkeeper,1,Roberto,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCD Espanyol,Goalkeeper,13,Diego López,90,1,"100,0%",1,"100,0%",1,"100,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,16,0,0
RCD Espanyol,Defender,,Lluís López,15,0,"1,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,6,1,0,0
RCD Espanyol,Defender,5,Naldo,36,0,"41,0%",0,"30,0%",0,"41,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,2,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,16,13,3,0,0
RCD Espanyol,Defender,6,O. Duarte,18,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,9,8,2,0,0
RCD Espanyol,Defender,8,Roberto Rosales ,46,1,"54,0%",0,"43,0%",1,"51,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,3,2,1,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,4,2,24,21,3,0,0
RCD Espanyol,Defender,12,Dídac Vilà,69,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,2,4,2,1,1,0,3,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,6,2,33,27,5,0,0
RCD Espanyol,Defender,16,Javi López,56,1,"2,0%",1,"1,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,2,1,1,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,7,6,2,24,22,3,0,0
RCD Espanyol,Defender,22,Hermoso,74,1,"84,0%",1,"78,0%",1,"81,0%",0,"5,0%",0,0,0,0,0,0,1,1,1,5,4,1,0,0,2,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,42,35,7,0,0
RCD Espanyol,Defender,28,Adrià Pedrosa,20,0,"30,0%",0,"19,0%",0,"19,0%",0,"11,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,5,1,0,0
RCD Espanyol,Defender,32,Iago Indias,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCD Espanyol,Midfielder,,Alfa Semedo,1,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
RCD Espanyol,Midfielder,,Facundo Ferreyra,6,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
RCD Espanyol,Midfielder,4,Víctor S.,33,1,"62,0%",0,"24,0%",0,"35,0%",0,"38,0%",0,0,0,0,0,0,1,0,1,2,1,1,0,0,2,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,14,13,1,0,0
RCD Espanyol,Midfielder,10,S. Darder,72,1,"89,0%",1,"57,0%",1,"84,0%",0,"32,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,3,3,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,7,6,1,33,29,3,0,0
RCD Espanyol,Midfielder,14,Melendo,53,1,"84,0%",0,"16,0%",1,"57,0%",1,"68,0%",0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,23,22,1,0,0
RCD Espanyol,Midfielder,15,David López,70,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,4,3,1,0,0,2,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,46,41,6,0,0
RCD Espanyol,Midfielder,18,Álex López,3,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0
RCD Espanyol,Midfielder,21,M. Roca,82,1,"92,0%",1,"81,0%",1,"92,0%",0,"11,0%",0,0,0,0,0,0,1,1,1,6,2,1,1,0,3,4,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,7,2,52,46,5,0,0
RCD Espanyol,Midfielder,23,Granero,53,1,"73,0%",0,"32,0%",1,"62,0%",0,"41,0%",0,0,0,0,0,0,1,0,1,4,1,1,1,0,3,3,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,8,6,1,30,27,3,0,0
RCD Espanyol,Midfielder,29,Carlos Doncel,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCD Espanyol,Midfielder,31,Víctor Campuzano,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCD Espanyol,Forward,7,Borja Iglesias,81,1,"97,0%",1,"65,0%",1,"92,0%",0,"32,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,4,2,2,1,1,2,0,0,0,0,2,1,0,1,1,0,0,0,0,3,0,0,0,0,0,1,10,7,4,18,17,1,0,0
RCD Espanyol,Forward,9,S. García,39,1,"76,0%",0,"16,0%",0,"46,0%",1,"59,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,5,4,1,12,11,1,0,0
RCD Espanyol,Forward,17,Hernán Pérez,24,1,"2,0%",0,"0,0%",0,"1,0%",1,"2,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5,4,1,7,6,1,0,0
RCD Espanyol,Forward,19,Piatti,32,1,"2,0%",0,"0,0%",0,"1,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,2,0,1,0,0,3,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,6,5,1,10,10,1,0,0
